company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added
Bright Machines,SF Bay Area,30,2022-06-28,0.08,Data,https://www.calcalist.co.il/calcalistech/article/rkkjpsuc5,Unknown,250,Israel,2022-06-29
HealthMatch,"Sydney, Non-U.S.",18,2022-06-28,0.5,Healthcare,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,Series B,20,Australia,2022-06-29
Huobi,"Beijing, Non-U.S.",300,2022-06-28,0.3,Crypto,https://www.coindesk.com/business/2022/06/28/huobi-global-could-cut-over-30-workforce-as-china-crackdown-leads-to-fall-in-revenue/,Unknown,2,China,2022-06-29
Sidecar Health,Los Angeles,110,2022-06-28,0.4,Healthcare,Internal memo,Series C,163,United States,2022-07-18
StockX,Detroit,120,2022-06-28,0.08,Retail,https://www.theinformation.com/briefings/stockx-cuts-8-of-its-staff,Series E,690,United States,2022-06-29
Vezeeta,"Dubai, Non-U.S.",50,2022-06-28,0.1,Healthcare,https://techcrunch.com/2022/06/28/egyptian-healthtech-startup-vezeeta-cuts-10-of-500-person-staff/?tpcc=tcplustwitter,Series D,71,United Arab Emirates,2022-06-29
Baton,SF Bay Area,16,2022-06-29,0.25,Transportation,https://www.freightwaves.com/news/digital-drop-freight-platform-baton-lays-off-25-of-workforce,Series A,13,United States,2022-06-30
Clutch,"Toronto, Non-U.S.",76,2022-06-29,0.22,Transportation,https://betakit.com/clutch-cuts-staff-to-extend-runway-citing-market-conditions/,Series B,153,Canada,2022-06-30
Niantic,SF Bay Area,85,2022-06-29,0.08,Consumer,https://www.bloomberg.com/news/articles/2022-06-29/pokemon-go-creator-niantic-cancels-four-projects-cuts-jobs#xj4y7vzkg,Series D,770,United States,2022-06-29
Oye Rickshaw,"New Delhi, Non-U.S.",40,2022-06-29,0.2,Transportation,https://inc42.com/buzz/exclusive-matrix-partners-backed-oye-rickshaw-lays-off-40-employees/,Unknown,13,India,2022-07-01
Qumulo,Seattle,80,2022-06-29,0.19,Data,https://www.geekwire.com/2022/seattle-startup-qumulo-lays-off-80-employees-ceo-cites-economic-conditions-and-reaching-profitability/,Series E,347,United States,2022-06-30
Rows,"Berlin, Non-U.S.",18,2022-06-29,0.3,Other,https://eco.sapo.pt/2022/08/05/onda-de-despedimentos-nas-tech-chega-a-unicornio-talkdesk/,Series B,25,Germany,2022-08-05
Substack,SF Bay Area,13,2022-06-29,0.14,Media,https://www.nytimes.com/2022/06/29/business/media/substack-layoffs.html,Series B,82,United States,2022-06-29
Unity,SF Bay Area,200,2022-06-29,0.04,Other,https://kotaku.com/sources-unity-laying-off-hundreds-of-staffers-1849125482,Post-IPO,1300,United States,2022-06-30
Abra,SF Bay Area,12,2022-06-30,0.05,Crypto,https://www.theblock.co/post/155209/abra-becomes-latest-crypto-firm-to-cut-jobs,Series C,106,United States,2022-07-01
Crejo.Fun,"Bengaluru, Non-U.S.",170,2022-06-30,1,Education,https://inc42.com/buzz/exclusive-matrix-backed-edtech-startup-crejo-fun-shuts-down/,Seed,3,India,2022-07-01
Enjoy,SF Bay Area,400,2022-06-30,0.18,Retail,https://news.crunchbase.com/public/bankruptcy-enjoy-apple-ron-johnson/,Post-IPO,310,United States,2022-06-30
Finleap Connect,"Hamburg, Non-U.S.",14,2022-06-30,0.1,Finance,https://paymentandbanking.com/open-banking-anbieter-finleap-connect-vollzieht-wechsel-an-der-management-spitze/,Series A,22,Germany,2022-07-01
Nate,New York City,30,2022-06-30,0.2,Retail,https://www.theinformation.com/articles/coatue-backed-shopping-startup-that-exaggerated-tech-capabilities-to-potential-investors-lays-off-20-of-staff,Series A,47,United States,2022-06-30
Stash Financial,New York City,40,2022-06-30,0.08,Finance,https://www.forbes.com/sites/jeffkauflin/2022/07/28/in-fintech-2022-is-becoming-the-year-of-layoffs/?sh=70ae2b0d20f3,Unknown,480,United States,2022-10-26
Stream,Boulder,20,2022-06-30,0.12,Product,https://twitter.com/gergelyorosz/status/1542559097878466561?s=21&t=j_BKvp6OmyhkImXKMIPJIA,Series B,58,United States,2022-07-01
Canoo,Los Angeles,58,2022-07-01,0.06,Transportation,https://www.businessinsider.com/canoo-layoffs-production-goals-electric-vehicle-startup-2022-6,Post-IPO,300,United States,2022-07-01
Teleport,SF Bay Area,15,2022-07-01,0.06,Infrastructure,https://goteleport.com/blog/managing-downturn/,Series C,169,United States,2022-07-02
WanderJaunt,SF Bay Area,85,2022-07-01,1,Travel,https://shorttermrentalz.com/news/wanderjaunt-ceases-operations/#.Yr7oNfKExPA.twitter,Series B,26,United States,2022-07-02
Celsius,New York City,150,2022-07-03,0.25,Crypto,https://www.calcalistech.com/ctechnews/article/syvuxha99,Series B,864,United States,2022-07-04
Lendis,"Berlin, Non-U.S.",18,2022-07-04,0.15,Other,https://www.businessinsider.de/gruenderszene/news/news-ticker-lendis-2022-07/,Series A,90,Germany,2022-07-07
Lightricks,"Jerusalem, Non-U.S.",80,2022-07-04,0.12,Consumer,https://en.globes.co.il/en/article-app-developer-lightricks-lays-off-70-in-israel-1001417020,Series D,335,Israel,2022-07-04
Sendle,"Sydney, Non-U.S.",27,2022-07-04,0.12,Logistics,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,Series C,69,Australia,2022-07-04
Bizzabo,New York City,120,2022-07-05,0.3,Marketing,https://www.calcalistech.com/ctechnews/article/hysobwfi5,Series E,194,United States,2022-07-06
Bullish,"Hong Kong, Non-U.S.",30,2022-07-05,0.08,Crypto,https://www.theblock.co/post/155859/bullish-com-cuts-jobs-crypto-exchange,Unknown,300,Hong Kong,2022-07-15
eToro,"Tel Aviv, Non-U.S.",100,2022-07-05,0.06,Finance,https://www.calcalistech.com/ctechnews/article/ryoxm611sc,Unknown,322,Israel,2022-07-05
Loft,"Sao Paulo, Non-U.S.",384,2022-07-05,0.12,Real Estate,https://startups.com.br/noticias/loft-faz-segunda-rodada-de-demissoes-e-corta-mais-380/,Unknown,788,Brazil,2022-07-05
Outschool,SF Bay Area,31,2022-07-05,0.18,Education,https://techcrunch.com/2022/07/05/outschool-which-raised-a-series-b-c-and-d-in-12-months-lays-off-18-of-workforce/,Series D,240,United States,2022-07-05
Syte,"Tel Aviv, Non-U.S.",13,2022-07-05,0.08,Retail,https://www.themarker.com/technation/2022-07-04/ty-article/.premium/00000181-ca01-d0be-a5e9-ff132aa30000,Series C,71,Israel,2022-07-05
Thimble,New York City,20,2022-07-05,0.33,Finance,https://coverager.com/layoffs-at-thimble/,Series A,28,United States,2022-07-06
Transmit Security,Boston,27,2022-07-05,0.07,Security,https://www.themarker.com/technation/2022-07-05/ty-article/.premium/00000181-cd88-dd1b-a7d1-efffaa730000,Series A,583,United States,2022-07-06
Verbit,New York City,80,2022-07-05,0.1,Data,https://www.calcalistech.com/ctechnews/article/bj4k0azi5,Series E,569,United States,2022-07-05
Anodot,"Tel Aviv, Non-U.S.",35,2022-07-06,0.27,Data,https://www.calcalistech.com/ctechnews/article/sypfe11ms5,Series C,64,Israel,2022-07-06
Anodot,"Tel Aviv, Non-U.S.",15,2022-07-06,0.2,Data,https://www.calcalistech.com/ctechnews/article/sjy5hbre3,Series C,64,Israel,2023-05-08
Remote,SF Bay Area,100,2022-07-06,0.09,HR,https://www.publico.pt/2022/07/06/economia/noticia/crise-chega-tecnologicas-portugal-remote-despede-9-2012650,Series C,496,United States,2022-07-06
SQream,New York City,30,2022-07-06,0.18,Data,https://www.calcalistech.com/ctechnews/article/hyvmtrmo9,Series B,77,United States,2022-07-06
Argo AI,Pittsburgh,150,2022-07-07,0.05,Transportation,https://techcrunch.com/2022/07/07/ford-vw-backed-argo-ai-lays-off-150-workers-slows-hiring/,Unknown,3600,United States,2022-07-08
Emotive,Los Angeles,30,2022-07-07,0.18,Marketing,https://dot.la/emotive-layoffs-2657628462.html,Series B,78,United States,2022-07-08
Next Insurance,SF Bay Area,150,2022-07-07,0.17,Finance,https://www.calcalistech.com/ctechnews/article/byybineic,Series E,881,United States,2022-07-07
Butler Hospitality,New York City,1000,2022-07-08,1,Food,https://techcrunch.com/2022/07/08/butler-shows-hundreds-of-employees-the-door-after-raising-50m-for-room-service-delivery/,Series B,50,United States,2022-07-08
Calibrate,New York City,156,2022-07-08,0.24,Healthcare,https://news.bloomberglaw.com/capital-markets/health-startup-calibrate-cuts-24-of-workforce-in-restructuring,Series B,127,United States,2022-07-18
Hopin,"London, Non-U.S.",242,2022-07-11,0.29,Other,https://www.businessinsider.com/live-events-unicorn-startup-hopin-is-laying-off-tk-staff-2022-7?op=1&scrolla=5eb6d68b7fedc32c19ef33b4,Series D,1000,United Kingdom,2022-07-11
SundaySky,New York City,24,2022-07-11,0.13,Marketing,https://en.globes.co.il/en/article-clearhaven-partners-buys-israeli-co-sundaysky-1001417731,Series D,74,United States,2022-07-11
Gopuff,Philadelphia,1500,2022-07-12,0.1,Food,https://www.bloomberg.com/news/articles/2022-07-12/gopuff-is-cutting-10-jobs-in-us-closing-warehouses-to-preserve-cash,Series H,3400,United States,2022-07-12
Hubilo,SF Bay Area,45,2022-07-12,0.12,Marketing,https://inc42.com/buzz/hubilo-lays-off-12-workforce-as-physical-events-resume/,Series B,153,United States,2022-07-13
Bryter,"Berlin, Non-U.S.",100,2022-07-13,0.3,Product,https://twitter.com/pierre_vannier/status/1547311744837685249,Series B,89,Germany,2022-07-14
ChowNow,Los Angeles,100,2022-07-13,0.2,Food,https://techcrunch.com/2022/07/13/signaling-tough-times-ahead-chownow-lays-off-employees/,Series C,64,United States,2022-07-13
Fabric,New York City,120,2022-07-13,0.4,Logistics,https://techcrunch.com/2022/07/13/fabric-lays-off-40-of-staff-as-it-shifts-strategy-from-service-to-platform/,Series C,336,United States,2022-07-13
Involves,"FlorianÃ³polis, Non-U.S.",70,2022-07-13,0.18,Retail,https://www.baguete.com.br/noticias/13/07/2022/involves-demite-18,Unknown,23,Brazil,2022-07-20
Tonal,SF Bay Area,262,2022-07-13,0.35,Fitness,https://www.cnbc.com/2022/07/13/peloton-rival-tonal-cuts-jobs-ahead-of-possible-recession-ipo.html,Series E,450,United States,2022-07-13
Wave,"Dakar, Non-U.S.",300,2022-07-13,0.15,Finance,https://techcrunch.com/2022/07/13/wave-a-stripe-backed-african-fintech-valued-at-1-7-billion-cut-15-of-its-staff-in-june/,Series A,292,Senegal,2022-07-13
Kiavi,SF Bay Area,39,2022-07-14,0.07,Real Estate,https://www.housingwire.com/articles/fix-and-flip-lender-kiavi-lays-off-7-of-employees/,Series E,240,United States,2022-07-22
The Mom Project,Chicago,54,2022-07-14,0.15,HR,https://www.linkedin.com/posts/the-mom-project_today-we-shared-the-difficult-news-with-activity-6953445024575475712-VHen/,Series C,115,United States,2022-07-15
Unstoppable Domains,SF Bay Area,42,2022-07-14,0.25,Crypto,https://twitter.com/matthewegould/status/1547699609480286208,Series B,7,United States,2022-07-26
Zego,"London, Non-U.S.",85,2022-07-14,0.17,Finance,https://coverager.com/layoffs-at-zego/,Series C,202,United Kingdom,2022-07-14
Bright Money,"Bengaluru, Non-U.S.",100,2022-07-15,0.5,Finance,https://www.outlookindia.com/business/sequoia-backed-bright-money-is-latest-start-up-to-hand-out-pink-slips-news-211290?,Series A,31,India,2022-07-22
Heroes,"London, Non-U.S.",24,2022-07-15,0.2,Retail,https://www.businessinsider.com/amazon-rollup-heroes-quietly-laid-off-staff-2022-7,Unknown,265,United Kingdom,2022-07-15
Project44,Chicago,63,2022-07-15,0.05,Logistics,https://www.freightwaves.com/news/project44-cuts-5-of-global-workforce-plans-for-engineering-first-focus,Unknown,817,United States,2022-07-15
Gemini,New York City,68,2022-07-18,0.07,Crypto,https://techcrunch.com/2022/07/18/crypto-exchange-gemini-executes-second-round-of-layoffs-less-than-two-months-after-axing-10-of-staff/,Unknown,423,United States,2022-07-18
Lusha,New York City,30,2022-07-18,0.1,Marketing,https://www.calcalistech.com/ctechnews/article/rjqkrgx3q,Series B,245,United States,2022-07-18
Olive,Columbus,450,2022-07-19,0.31,Healthcare,https://oliveai.com/important-changes-to-our-business,Series H,856,United States,2022-07-19
Stint,"London, Non-U.S.",28,2022-07-19,0.2,HR,https://sifted.eu/articles/startup-tech-company-layoffs/,Unknown,,United Kingdom,2022-07-25
Flyhomes,Seattle,200,2022-07-20,0.2,Real Estate,https://www.geekwire.com/2022/seattle-real-estate-startup-flyhomes-cuts-20-of-staff-citing-uncertain-economic-conditions/,Series C,310,United States,2022-07-20
Forma.ai,"Toronto, Non-U.S.",15,2022-07-20,0.09,Sales,Internal memo,Series B,58,Canada,2022-07-26
Introhive,"Ferdericton, Non-U.S.",57,2022-07-20,0.16,Sales,https://entrevestor.com/home/entry/introhive-lays-off-staff-braces-for-recession,Series C,125,Canada,2022-07-22
Lyft,SF Bay Area,60,2022-07-20,0.02,Transportation,https://www.wsj.com/articles/lyft-lays-off-about-60-employees-folds-its-car-rentals-for-riders-11658340622,Post-IPO,4900,United States,2022-07-20
Zencity,"Tel Aviv, Non-U.S.",30,2022-07-20,0.2,Other,https://www.calcalistech.com/ctechnews/article/bysqkusnc,Unknown,51,Israel,2022-07-20
AppGate,Miami,130,2022-07-21,0.22,Security,https://m.marketscreener.com/quote/stock/APPGATE-INC-128303647/news/APPGATE-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-41078857/,Post-IPO,,United States,2022-07-28
Blockchain.com,"London, Non-U.S.",150,2022-07-21,0.25,Crypto,https://www.coindesk.com/business/2022/07/21/blockchaincom-cuts-25-workforce-amid-crypto-bear-market/,Series D,490,United Kingdom,2022-07-21
Callisto Media,SF Bay Area,140,2022-07-21,0.35,Media,https://www.publishersweekly.com/pw/by-topic/industry-news/publisher-news/article/89897-callisto-media-promising-to-act-swiftly-and-decisively-lays-off-35-of-workforce.html,Series D,,United States,2022-07-21
Lunchbox,New York City,60,2022-07-21,0.33,Food,https://www.businessinsider.com/lunchbox-lays-off-employees-as-food-tech-startups-face-downturn-2022-7,Series B,72,United States,2022-07-22
Rad Power Bikes,Seattle,63,2022-07-21,0.1,Transportation,https://www.geekwire.com/2022/rad-power-bikes-cuts-about-10-of-staff-citing-economic-uncertainty-and-rising-operating-costs/,Series D,329,United States,2022-07-21
RealSelf,Seattle,11,2022-07-21,0.05,Healthcare,https://www.geekwire.com/2022/cosmetic-treatment-review-platform-realself-lays-off-11-employees/,Series B,42,United States,2022-07-21
WHOOP,Boston,95,2022-07-21,0.15,Fitness,https://frontofficesports.com/fitness-company-whoop-slashes-workforce-by-15/,Series F,404,United States,2022-07-22
Clarify Health,SF Bay Area,15,2022-07-22,0.05,Healthcare,https://twitter.com/erinbrodwin/status/1550495194805518337,Series D,328,United States,2022-07-22
Eucalyptus,"Sydney, Non-U.S.",50,2022-07-22,0.2,Healthcare,https://www.news.com.au/finance/business/other-industries/australian-healthcare-startup-fires-20-per-cent-of-staff/news-story/c582a96f5cc55a99962c2c79aa7033a9,Series C,69,Australia,2022-07-28
Quanto,"Sao Paulo, Non-U.S.",28,2022-07-22,0.22,Finance,https://www.seudinheiro.com/2022/empresas/onda-de-demissoes-quanto-startup-facily-involves-lils/,Series A,15,Brazil,2022-07-25
Soluto,"Tel Aviv, Non-U.S.",120,2022-07-24,1,Support,https://www.calcalistech.com/ctechnews/article/s1xemk935,Acquired,18,Israel,2022-07-25
Pear Therapeutics ,Boston,25,2022-07-25,0.09,Healthcare,https://www.massdevice.com/pear-therapeutics-announces-layoffs/,Post-IPO,409,United States,2022-07-26
Dover,SF Bay Area,23,2022-07-26,0.3,Recruiting,https://blog.dover.io/changes-to-our-team/,Series A,22,United States,2022-07-26
Fiverr,"Tel Aviv, Non-U.S.",60,2022-07-26,0.08,Other,https://en.globes.co.il/en/article-fiverr-lays-off-60-including-30-employees-in-israel-1001419413,Post-IPO,111,Israel,2022-07-26
Immutable,"Sydney, Non-U.S.",20,2022-07-26,0.06,Crypto,https://www.cnet.com/tech/gaming/crypto-star-immutable-creator-of-nft-game-gods-unchained-lays-off-over-20-staff/,Series C,279,Australia,2022-07-28
InDebted,"Sydney, Non-U.S.",40,2022-07-26,0.17,Finance,https://www.news.com.au/finance/business/technology/startup-sacks-40-employees-amid-200-million-valuation/news-story/891f316c53bb38c7f12d519b26f07ee5,Series B,41,Australia,2022-07-26
Outbrain,New York City,38,2022-07-26,0.03,Marketing,https://en.globes.co.il/en/article-fiverr-lays-off-60-including-30-employees-in-israel-1001419413,Post-IPO,394,United States,2022-07-26
Shopify,"Ottawa, Non-U.S.",1000,2022-07-26,0.1,Retail,https://www.wsj.com/articles/shopify-to-lay-off-10-of-workers-in-broad-shake-up-11658839047,Post-IPO,122,Canada,2022-07-26
Coinsquare,"Toronto, Non-U.S.",30,2022-07-27,0.24,Crypto,https://betakit.com/coinsquare-lays-off-24-percent-of-staff-amid-turbulent-crypto-market-shifted-focus-to-regulation/,Unknown,98,Canada,2022-07-30
Rivian,Detroit,840,2022-07-27,0.06,Transportation,https://www.cnn.com/2022/07/27/business/rivian-layoffs/index.html,Post-IPO,10700,United States,2022-07-28
Skai,"Tel Aviv, Non-U.S.",30,2022-07-27,0.04,Marketing,https://www.calcalistech.com/ctechnews/article/ry0jnia39?prof=5211.Ctech-5214.ctech.Startups,Series E,60,Israel,2022-07-28
Vox Media,Washington D.C.,39,2022-07-27,0.02,Media,https://www.axios.com/2022/07/27/vox-media-layoffs-economic-uncertainty,Series F,307,United States,2022-07-29
Career Karma,SF Bay Area,60,2022-07-28,0.33,Education,https://techcrunch.com/2022/07/28/career-karma-conducts-layoffs-as-tech-jobs-face-a-massive-stress-test/,Series B,51,United States,2022-07-29
Metromile,SF Bay Area,60,2022-07-28,0.2,Finance,https://techcrunch.com/2022/07/29/lemonade-closes-on-acquisition-of-insurtech-metromile-promptly-lays-off-about-20-of-its-staff/,Acquired,510,United States,2022-07-29
Clearco,"Toronto, Non-U.S.",125,2022-07-29,0.25,Finance,https://betakit.com/clearco-cuts-a-quarter-of-staff-amid-significant-headwinds/,Series C,681,Canada,2022-07-29
Quantcast,SF Bay Area,40,2022-07-29,0.06,Marketing,https://digiday.com/media/ad-tech-firm-quantcast-cuts-6-in-headcount-as-economic-storm-clouds-gather/,Series C,65,United States,2022-08-02
Metigy,"Sydney, Non-U.S.",75,2022-07-31,1,Marketing,https://www.linkedin.com/posts/myrabeal_talent-tech-recruitment-activity-6959703840858259456-V8Tv/,Series B,18,Australia,2022-08-02
Vee,"Tel Aviv, Non-U.S.",16,2022-07-31,0.32,HR,https://www.calcalistech.com/ctechnews/article/syarhxntq,Seed,15,Israel,2022-08-02
Hash,"Sao Paulo, Non-U.S.",58,2022-08-01,0.5,Finance,https://oglobo.globo.com/blogs/capital/post/2022/08/startup-de-maquininha-demite-mais-de-metade-da-equipe-e-avalia-fechar-as-portas.ghtml,Series C,58,Brazil,2022-08-03
Glossier,New York City,19,2022-08-02,0.08,Retail,https://www.modernretail.co/startups/glossier-lays-off-about-two-dozen-employees-as-it-ramps-up-hiring-in-wholesale-and-retail/amp/,Series E,266,United States,2022-08-03
Latch,New York City,115,2022-08-02,0.37,Security,https://www.globenewswire.com/news-release/2022/08/02/2490797/0/en/Latch-announces-further-changes-to-improve-operating-efficiency.html,Post-IPO,342,United States,2022-08-04
Nylas,SF Bay Area,80,2022-08-02,0.25,Product,https://www.nylas.com/blog/a-message-from-nylas-co-founder-ceo-gleb-polyakov/,Series C,175,United States,2022-08-02
Outreach,Seattle,60,2022-08-02,0.05,Sales,https://www.linkedin.com/posts/medinism_throughout-outreachs-journey-as-a-start-up-activity-6960299213226225664-PNsG/,Series G,489,United States,2022-08-02
